index,count
13921,1011
13922,1226
13923,498
13924,604
13925,593
13926,399
13927,404
13928,442
13929,623
13930,502
13931,409
13932,501
13933,499
13934,621
13935,498
13936,500
13937,634
13938,399
13939,503
13940,416
13941,403
13942,396
13943,442
13944,618
13945,631
13946,396
13947,499
13948,505
13949,498
13950,481
13951,426
13952,441
13953,498
13954,501
13955,498
13956,396
13957,498
13958,504
13959,555
13960,396
13961,637
13962,408
13963,399
13964,373
13965,396
13966,401
13967,499
13968,623
13969,638
13970,527
13971,587
13972,608
13973,614
13974,499
13975,499
13976,423
13977,395
13978,424
13979,564
13980,371
13981,570
13982,617
13983,396
13984,605
13985,539
13986,589
13987,396
13988,498
13989,498
13990,502
13991,511
13992,377
13993,558
13994,396
13995,371
13996,404
13997,396
13998,564
13999,499
14000,603
14001,632
14002,505
14003,403
14004,396
14005,396
14006,499
14007,396
14008,504
14009,525
14010,639
14011,447
14012,399
14013,400
14014,498
14015,526
14016,636
14017,502
14018,375
14019,371
14020,373
14021,559
14022,562
14023,508
14024,607
14025,498
14026,398
14027,371
14028,624
14029,503
14030,500
14031,498
14032,499
14033,403
14034,397
14035,525
14036,565
14037,442
14038,1257
14039,1261
14040,1046
14041,1250
14042,1006
14043,498
14044,396
14045,1103
14046,501
14047,396
14048,397
14049,399
14050,537
14051,498
14052,396
14053,503
14054,397
14055,499
14056,1260
14057,497
14058,498
14059,433
14060,502
14061,1155
14062,586
14063,1154
14064,1248
14065,513
14066,498
14067,640
14068,1250
14069,525
14070,397
14071,498
14072,500
14073,1155
14074,396
14075,499
14076,1132
14077,1231
14078,499
14079,1230
14080,503
14081,498
14082,1261
14083,501
14084,640
14085,397
14086,635
14087,498
14088,445
14089,456
14090,626
14091,498
14092,506
14093,402
14094,409
14095,1187
14096,374
14097,585
14098,558
14099,399
14100,498
14101,622
14102,514
14103,626
14104,1258
14105,1261
14106,1251
14107,1199
14108,1260
14109,1198
14110,396
14111,470
14112,1247
14113,399
14114,402
14115,499
14116,399
14117,470
14118,374
14119,396
14120,590
14121,461
14122,474
14123,402
14124,498
14125,588
14126,626
14127,1227
14128,407
14129,1258
14130,1042
14131,402
14132,508
14133,605
14134,577
14135,1036
14136,1137
14137,1232
14138,1172
14139,399
14140,1238
14141,1010
14142,499
14143,1245
14144,1250
14145,1111
14146,499
14147,1166
14148,498
14149,498
14150,397
14151,502
14152,996
14153,1004
14154,498
14155,598
14156,1248
14157,501
14158,626
14159,498
14160,998
14161,1120
14162,397
14163,370
14164,607
14165,505
14166,502
14167,1006
14168,504
14169,514
14170,624
14171,498
14172,498
14173,498
14174,398
14175,377
14176,1156
14177,609
14178,398
14179,551
14180,586
14181,624
14182,520
14183,444
14184,624
14185,1149
14186,1100
14187,1258
14188,498
14189,1233
14190,398
14191,375
14192,662
14193,491
14194,606
14195,535
14196,406
14197,1250
14198,605
14199,1062
14200,997
14201,501
14202,505
14203,1249
14204,625
14205,501
14206,502
14207,503
14208,499
14209,1221
14210,510
14211,1257
14212,472
14213,1199
14214,517
14215,398
14216,1259
14217,1203
14218,1260
14219,1044
14220,1155
14221,1183
14222,583
14223,1043
14224,566
14225,1259
14226,402
14227,396
14228,498
14229,442
14230,498
14231,1110
14232,498
14233,513
14234,498
14235,396
14236,505
14237,505
14238,501
14239,397
14240,1006
14241,1240
14242,626
14243,397
14244,403
14245,1230
14246,498
14247,380
14248,498
14249,1167
14250,397
14251,981
14252,397
14253,506
14254,498
14255,1100
14256,443
14257,498
14258,500
14259,1152
14260,498
14261,555
14262,498
14263,498
14264,520
14265,498
14266,528
14267,1152
14268,1097
14269,983
14270,626
14271,506
14272,403
14273,498
14274,547
14275,1112
14276,405
14277,1261
14278,1164
14279,1260
14280,398
14281,1230
14282,1198
14283,1095
14284,1174
14285,467
14286,1099
14287,1117
14288,1103
14289,1231
14290,401
14291,497
14292,396
14293,1178
14294,497
14295,1109
14296,1037
14297,640
14298,1188
14299,497
14300,1177
14301,1190
14302,1188
14303,1004
14304,1103
14305,578
14306,582
14307,400
14308,1189
14309,1186
14310,1146
14311,441
14312,1007
14313,575
14314,1260
14315,1000
14316,504
14317,497
14318,1261
14319,484
14320,414
14321,501
14322,396
14323,1018
14324,633
14325,541
14326,1236
14327,1248
14328,1261
14329,504
14330,397
14331,396
14332,1110
14333,1043
14334,408
14335,1066
14336,1120
14337,511
14338,498
14339,562
14340,639
14341,506
14342,1233
14343,397
14344,512
14345,397
14346,1129
14347,1219
14348,396
14349,1252
14350,401
14351,582
14352,495
14353,1196
14354,1152
14355,1239
14356,1231
14357,1252
14358,1259
14359,1189
14360,442
14361,396
14362,1043
14363,498
14364,499
14365,567
14366,1196
14367,1109
14368,1231
14369,502
14370,396
14371,576
14372,401
14373,535
14374,1248
14375,500
14376,1239
14377,555
14378,1154
14379,401
14380,1170
14381,396
14382,501
14383,1108
14384,634
14385,506
14386,397
14387,1255
14388,1220
14389,401
14390,497
14391,1223
14392,1221
14393,1249
14394,530
14395,1163
14396,1182
14397,507
14398,1250
14399,1197
14400,508
14401,498
14402,1215
14403,614
14404,498
14405,1137
14406,1217
14407,397
14408,608
14409,1178
14410,1159
14411,545
14412,631
14413,403
14414,578
14415,1251
14416,626
14417,1233
14418,507
14419,497
14420,397
14421,1069
14422,396
14423,1103
14424,523
14425,975
14426,1024
14427,1044
14428,1043
14429,1044
14430,410
14431,989
14432,1053
14433,1247
14434,567
14435,1120
14436,1231
14437,401
14438,504
14439,1205
14440,988
14441,1262
14442,528
14443,397
14444,499
14445,499
14446,1248
14447,1256
14448,554
14449,1261
14450,1246
14451,1232
14452,1232
14453,1258
14454,498
14455,630
14456,507
14457,511
14458,1231
14459,1218
14460,533
14461,498
14462,397
14463,1260
14464,1248
14465,401
14466,1246
14467,501
14468,442
14469,502
14470,1122
14471,505
14472,519
14473,1199
14474,1141
14475,1260
14476,1154
14477,1199
14478,397
14479,570
14480,572
14481,1233
14482,576
14483,578
14484,1153
14485,401
14486,1163
14487,1250
14488,1261
14489,1258
14490,397
14491,1251
14492,395
14493,502
14494,1261
14495,503
14496,1146
14497,1140
14498,508
14499,504
14500,1127
14501,1200
14502,1250
14503,1200
14504,519
14505,1256
14506,399
14507,1185
14508,978
14509,998
14510,1015
14511,497
14512,991
14513,1046
14514,1043
14515,1044
14516,1011
14517,413
14518,509
14519,1160
14520,401
14521,498
14522,1151
14523,405
14524,401
14525,1119
14526,498
14527,498
14528,535
14529,1259
14530,1196
14531,498
14532,1155
14533,501
14534,498
14535,560
14536,1209
14537,400
14538,397
14539,396
14540,498
14541,1260
14542,498
14543,1166
14544,1103
14545,1248
14546,396
14547,498
14548,1251
14549,560
14550,498
14551,397
14552,498
14553,410
14554,448
14555,1250
14556,408
14557,1156
14558,512
14559,634
14560,1249
14561,1194
14562,501
14563,498
14564,1161
14565,503
14566,498
14567,1179
14568,1249
14569,1157
14570,565
14571,1201
14572,617
14573,498
14574,639
14575,1156
14576,511
14577,1261
14578,1168
14579,1234
14580,1260
14581,538
14582,498
14583,1261
14584,498
14585,1008
14586,471
14587,1112
14588,1043
14589,1043
14590,991
14591,444
14592,1043
14593,1043
14594,396
14595,995
14596,1065
14597,1013
14598,444
14599,1044
14600,1010
14601,1044
14602,1005
14603,409
14604,397
14605,411
14606,502
14607,1232
14608,1216
14609,418
14610,1112
14611,397
14612,1123
14613,502
14614,1112
14615,536
14616,498
14617,1174
14618,571
14619,591
14620,1249
14621,505
14622,498
14623,1251
14624,1251
14625,396
14626,637
14627,498
14628,1252
14629,1145
14630,504
14631,402
14632,442
14633,396
14634,1260
14635,498
14636,498
14637,1262
14638,1249
14639,624
14640,498
14641,498
14642,1108
14643,498
14644,498
14645,501
14646,503
14647,407
14648,1175
14649,498
14650,498
14651,1214
14652,498
14653,606
14654,1260
14655,1199
14656,564
14657,499
14658,1250
14659,506
14660,1229
14661,402
14662,498
14663,1107
14664,505
14665,1201
14666,1159
14667,1231
14668,493
14669,504
14670,541
14671,457
14672,400
14673,1102
14674,457
14675,1034
14676,1001
14677,1032
14678,989
14679,1041
14680,441
14681,1042
14682,1064
14683,408
14684,1044
14685,1042
14686,1043
14687,1039
14688,1184
14689,1112
14690,536
14691,398
14692,1174
14693,1249
14694,397
14695,401
14696,1259
14697,499
14698,527
14699,1232
14700,397
14701,506
14702,1217
14703,446
14704,498
14705,498
14706,625
14707,501
14708,498
14709,1168
14710,1229
14711,397
14712,504
14713,401
14714,1185
14715,1199
14716,1224
14717,1203
14718,507
14719,498
14720,507
14721,1247
14722,1222
14723,500
14724,403
14725,547
14726,507
14727,1247
14728,614
14729,499
14730,500
14731,554
14732,1151
14733,498
14734,1249
14735,1194
14736,587
14737,504
14738,499
14739,1134
14740,1199
14741,520
14742,1112
14743,1248
14744,505
14745,515
14746,1230
14747,546
14748,1192
14749,396
14750,608
14751,545
14752,625
14753,1247
14754,1217
14755,498
14756,1231
14757,510
14758,530
14759,1260
14760,536
14761,1248
14762,554
14763,640
14764,569
14765,1256
14766,428
14767,1232
14768,626
14769,1249
14770,1150
14771,501
14772,401
14773,396
14774,502
14775,396
14776,403
14777,499
14778,404
14779,1258
14780,395
14781,456
14782,466
14783,459
14784,1106
14785,458
14786,993
14787,1032
14788,1011
14789,400
14790,1045
14791,1011
14792,396
14793,457
14794,1044
14795,454
14796,993
14797,1052
14798,401
14799,616
14800,1211
14801,631
14802,500
14803,1221
14804,403
14805,576
14806,1248
14807,1250
14808,531
14809,1232
14810,1228
14811,1213
14812,640
14813,544
14814,503
14815,1128
14816,401
14817,1161
14818,649
14819,1218
14820,554
14821,1259
14822,506
14823,498
14824,1167
14825,499
14826,1198
14827,498
14828,506
14829,373
14830,1233
14831,540
14832,1229
14833,503
14834,545
14835,502
14836,626
14837,498
14838,500
14839,498
14840,405
14841,1229
14842,1164
14843,523
14844,498
14845,499
14846,404
14847,511
14848,621
14849,503
14850,402
14851,1221
14852,1190
14853,447
14854,401
14855,527
14856,502
14857,1102
14858,1153
14859,498
14860,1260
14861,408
14862,1247
14863,401
14864,498
14865,1239
14866,611
14867,509
14868,552
14869,1193
14870,499
14871,499
14872,502
14873,578
14874,513
14875,499
14876,509
14877,640
14878,509
14879,558
14880,399
14881,1159
14882,396
14883,396
14884,1192
14885,651
14886,396
14887,515
14888,625
14889,531
14890,528
14891,396
14892,447
14893,498
14894,498
14895,498
14896,376
14897,402
14898,470
14899,400
14900,1100
14901,1100
14902,469
14903,396
14904,442
14905,1041
14906,396
14907,1040
14908,1006
14909,423
14910,539
14911,1191
14912,396
14913,400
14914,457
14915,502
14916,528
14917,1155
14918,1261
14919,396
14920,498
14921,505
14922,499
14923,374
14924,687
14925,498
14926,1191
14927,501
14928,410
14929,498
14930,1250
14931,640
14932,500
14933,1169
14934,515
14935,498
14936,1249
14937,498
14938,498
14939,1199
14940,521
14941,1156
14942,396
14943,397
14944,1235
14945,576
14946,397
14947,374
14948,520
14949,1232
14950,498
14951,1124
14952,1162
14953,521
14954,1151
14955,404
14956,1247
14957,1148
14958,401
14959,499
14960,1246
14961,1013
14962,576
14963,1166
14964,499
14965,536
14966,501
14967,1150
14968,1203
14969,540
14970,627
14971,641
14972,499
14973,1186
14974,504
14975,612
14976,524
14977,1250
14978,626
14979,509
14980,572
14981,1116
14982,498
14983,1249
14984,507
14985,1225
14986,1232
14987,1200
14988,498
14989,989
14990,533
14991,472
14992,1068
14993,424
14994,499
14995,461
14996,1098
14997,991
14998,990
14999,1046
15000,1010
15001,395
15002,1043
15003,1042
15004,1033
15005,396
15006,1066
15007,1066
15008,442
15009,521
15010,624
15011,504
15012,519
15013,624
15014,397
15015,497
15016,622
15017,397
15018,1248
15019,501
15020,498
15021,629
15022,608
15023,1119
15024,402
15025,522
15026,498
15027,506
15028,614
15029,626
15030,498
15031,647
15032,1249
15033,498
15034,406
15035,498
15036,1250
15037,498
15038,501
15039,1177
15040,524
15041,401
15042,411
15043,501
15044,498
15045,1248
15046,402
15047,449
15048,502
15049,1228
15050,1255
15051,1210
15052,404
15053,401
15054,521
15055,503
15056,579
15057,399
15058,498
15059,397
15060,498
15061,515
15062,1249
15063,498
15064,676
15065,638
15066,1005
15067,502
15068,553
15069,498
15070,397
15071,1175
15072,1167
15073,1250
15074,638
15075,1107
15076,499
15077,1157
15078,541
15079,1237
15080,625
15081,1183
15082,401
15083,534
15084,1107
15085,501
15086,642
15087,498
15088,499
15089,506
15090,508
15091,401
15092,1231
15093,625
15094,516
15095,598
15096,396
15097,498
15098,453
15099,455
15100,963
15101,1012
15102,371
15103,371
15104,396
15105,1004
15106,371
15107,1031
15108,498
15109,513
15110,498
15111,589
15112,504
15113,502
15114,659
15115,498
15116,401
15117,506
15118,1230
15119,433
15120,541
15121,633
15122,1165
15123,511
15124,1160
15125,649
15126,565
15127,506
15128,1141
15129,498
15130,640
15131,397
15132,1229
15133,498
15134,377
15135,498
15136,498
15137,498
15138,509
15139,1231
15140,1259
15141,623
15142,641
15143,397
15144,1101
15145,498
15146,1062
15147,411
15148,501
15149,550
15150,1192
15151,401
15152,1196
15153,498
15154,1198
15155,521
15156,506
15157,548
15158,622
15159,457
15160,588
15161,398
15162,1247
15163,511
15164,625
15165,568
15166,1213
15167,1108
15168,401
15169,509
15170,1129
15171,1129
15172,1230
15173,396
15174,537
15175,442
15176,528
15177,501
15178,528
15179,498
15180,503
15181,640
15182,381
15183,396
15184,381
15185,396
15186,1042
15187,404
15188,499
15189,431
15190,584
15191,1232
15192,498
15193,572
15194,633
15195,518
15196,560
15197,1154
15198,527
15199,543
15200,568
15201,498
15202,498
15203,499
15204,569
15205,507
15206,500
15207,642
15208,498
15209,1230
15210,565
15211,429
15212,1152
15213,401
15214,498
15215,1193
15216,498
15217,401
15218,565
15219,498
15220,411
15221,498
15222,1259
15223,640
15224,1187
15225,638
15226,499
15227,373
15228,581
15229,534
15230,504
15231,1112
15232,508
15233,499
15234,498
15235,498
15236,498
15237,498
15238,396
15239,1004
15240,1042
15241,402
15242,555
15243,627
15244,396
15245,396
15246,625
15247,401
15248,454
15249,639
15250,498
15251,498
15252,1124
15253,626
15254,1206
15255,1206
15256,499
15257,498
15258,634
15259,396
15260,501
15261,498
15262,501
15263,575
15264,396
15265,638
15266,621
15267,498
15268,1189
15269,1210
15270,582
15271,632
15272,498
15273,446
15274,501
15275,424
15276,505
15277,499
15278,400
15279,406
15280,625
15281,499
15282,553
15283,401
15284,624
15285,498
15286,503
15287,557
15288,397
15289,401
15290,507
15291,582
15292,590
15293,539
15294,397
15295,625
15296,502
15297,635
15298,511
15299,528
15300,499
15301,623
15302,397
15303,1232
15304,373
15305,399
15306,497
15307,641
15308,498
15309,501
15310,623
15311,499
15312,1197
15313,1190
15314,501
15315,624
15316,479
15317,621
15318,551
15319,508
15320,499
15321,1116
15322,498
15323,396
15324,607
15325,623
15326,616
15327,499
15328,498
15329,498
15330,464
15331,371
15332,371
15333,504
15334,635
15335,499
15336,623
15337,498
15338,502
15339,1093
15340,396
15341,505
15342,503
15343,1104
15344,503
15345,498
15346,531
15347,398
15348,625
15349,498
15350,498
15351,498
15352,500
15353,567
15354,561
15355,498
15356,498
15357,403
15358,504
15359,502
15360,506
15361,410
15362,1228
15363,401
15364,407
15365,991
15366,404
15367,626
15368,499
15369,399
15370,411
15371,557
15372,496
15373,497
15374,639
15375,397
15376,497
15377,498
15378,401
15379,572
15380,1156
15381,497
15382,504
15383,514
15384,497
15385,624
15386,585
15387,502
15388,497
15389,445
15390,498
15391,537
15392,497
15393,1258
15394,997
15395,1042
15396,403
15397,1138
15398,1257
15399,497
15400,396
15401,396
15402,497
15403,1071
15404,1192
15405,401
15406,1246
15407,401
15408,497
15409,396
15410,1247
15411,643
15412,1115
15413,1065
15414,1008
15415,435
15416,497
15417,497
15418,497
15419,1137
15420,545
15421,398
15422,397
15423,1137
15424,1249
15425,401
15426,397
15427,397
15428,1250
15429,401
15430,397
15431,497
15432,1231
15433,497
15434,1155
15435,1196
15436,1136
15437,377
15438,542
15439,1222
15440,500
15441,373
15442,994
15443,986
15444,396
15445,510
15446,401
15447,500
15448,397
15449,401
15450,579
15451,401
15452,401
15453,401
15454,396
15455,497
15456,397
15457,1192
15458,1229
15459,1257
15460,1232
15461,1219
15462,526
15463,1104
15464,398
15465,1214
15466,500
15467,501
15468,397
15469,1121
15470,1230
15471,1174
15472,631
15473,1030
15474,1066
15475,1054
15476,496
15477,371
15478,1008
15479,1036
15480,1043
15481,1014
15482,401
15483,497
15484,497
15485,497
15486,1246
15487,370
15488,1161
15489,560
15490,401
15491,495
15492,495
15493,647
15494,401
15495,500
15496,495
15497,519
15498,503
15499,447
15500,409
15501,495
15502,1195
15503,1229
15504,495
15505,1045
15506,560
15507,623
15508,497
15509,1149
15510,497
15511,497
15512,497
15513,397
15514,1190
15515,371
15516,1044
15517,1043
15518,997
15519,1027
15520,371
15521,1041
15522,1031
15523,1044
15524,396
15525,1170
15526,498
15527,470
15528,396
15529,497
15530,561
15531,401
15532,497
15533,1147
15534,497
15535,1247
15536,525
15537,497
15538,497
15539,1220
15540,401
15541,497
15542,497
15543,396
15544,501
15545,405
15546,544
15547,404
15548,503
15549,407
15550,402
15551,1223
15552,1186
15553,500
15554,541
15555,498
15556,497
15557,424
15558,1099
15559,371
15560,371
15561,1096
15562,458
15563,1039
15564,1008
15565,573
15566,1006
15567,1231
15568,1247
15569,497
15570,652
15571,401
15572,507
15573,497
15574,559
15575,648
15576,497
15577,498
15578,396
15579,498
15580,1249
15581,396
15582,497
15583,401
15584,396
15585,410
15586,401
15587,402
15588,566
15589,1131
15590,1197
15591,1138
15592,497
15593,401
15594,442
15595,401
15596,1260
15597,397
15598,399
15599,371
15600,508
15601,401
15602,468
15603,371
15604,413
15605,371
15606,413
15607,501
15608,497
15609,514
15610,497
15611,1053
15612,594
15613,569
15614,398
15615,638
15616,1058
15617,513
15618,1227
15619,497
15620,1246
15621,401
15622,533
15623,408
15624,565
15625,502
15626,499
15627,455
15628,616
15629,407
15630,497
15631,637
15632,500
15633,396
15634,1174
15635,498
15636,1195
15637,497
15638,525
15639,497
15640,604
15641,497
15642,1247
15643,609
15644,1201
15645,1258
15646,1159
15647,640
15648,497
15649,401
15650,625
15651,396
15652,1247
15653,397
15654,497
15655,462
15656,1121
15657,1006
15658,405
15659,400
15660,461
15661,400
15662,1099
15663,380
15664,980
15665,497
15666,402
15667,1236
15668,401
15669,396
15670,530
15671,497
15672,497
15673,396
15674,1229
15675,538
15676,497
15677,524
15678,448
15679,500
15680,1248
15681,398
15682,425
15683,396
15684,401
15685,1208
15686,497
15687,401
15688,589
15689,372
15690,1246
15691,417
15692,415
15693,552
15694,991
15695,1227
15696,525
15697,523
15698,501
15699,497
15700,497
15701,1259
15702,1118
15703,497
15704,412
15705,401
15706,500
15707,514
15708,396
15709,497
15710,1206
15711,497
15712,497
15713,396
15714,1233
15715,401
15716,402
15717,530
15718,500
15719,650
15720,504
15721,1106
15722,400
15723,1098
15724,396
15725,401
15726,515
15727,1192
15728,412
15729,398
15730,497
15731,497
15732,623
15733,501
15734,502
15735,588
15736,508
15737,1259
15738,579
15739,498
15740,497
15741,497
15742,640
15743,614
15744,549
15745,511
15746,399
15747,370
15748,1232
15749,509
15750,633
15751,401
15752,624
15753,406
15754,1165
15755,1250
15756,525
15757,416
15758,497
15759,588
15760,511
15761,497
15762,582
15763,400
15764,396
15765,625
15766,1188
15767,497
15768,498
15769,396
15770,497
15771,1244
15772,639
15773,1185
15774,497
15775,396
15776,396
15777,401
15778,622
15779,639
15780,1187
15781,396
15782,497
15783,497
15784,497
15785,396
15786,578
15787,446
15788,470
15789,396
15790,561
15791,1146
15792,396
15793,613
15794,623
15795,497
15796,605
15797,604
15798,416
15799,498
15800,497
15801,497
15802,396
15803,497
15804,1248
15805,533
15806,399
15807,404
15808,499
15809,398
15810,501
15811,624
15812,400
15813,401
15814,623
15815,397
15816,396
15817,502
15818,500
15819,467
15820,402
15821,429
15822,371
15823,498
15824,503
15825,625
15826,397
15827,1114
15828,499
15829,555
15830,395
15831,396
15832,497
15833,497
15834,404
15835,406
15836,496
15837,497
15838,1183
15839,497
15840,1248
15841,411
15842,1229
15843,613
15844,401
15845,398
15846,1189
15847,1045
15848,491
15849,396
15850,377
15851,1249
15852,1259
15853,1043
15854,1197
15855,1196
15856,650
15857,1194
15858,442
15859,1248
15860,651
15861,1143
15862,525
15863,572
15864,570
15865,376
15866,499
15867,373
15868,617
15869,1258
15870,1258
15871,498
15872,497
15873,592
15874,1247
15875,1021
15876,399
15877,506
15878,430
15879,396
15880,1213
15881,535
15882,374
15883,459
15884,1152
15885,408
15886,624
15887,1249
15888,529
15889,1259
15890,412
15891,1207
15892,500
15893,1237
15894,606
15895,1246
15896,1246
15897,523
15898,399
15899,396
15900,1010
15901,1255
15902,402
15903,1259
15904,497
15905,399
15906,497
15907,397
15908,1104
15909,1156
15910,499
15911,398
15912,1248
15913,516
15914,619
15915,1044
15916,497
15917,553
15918,525
15919,1260
15920,1043
15921,500
15922,501
15923,639
15924,1161
15925,1104
15926,1246
15927,1231
15928,482
15929,396
15930,1155
15931,498
15932,499
15933,505
15934,498
15935,502
15936,1027
15937,1101
15938,499
15939,1122
15940,502
15941,1007
15942,497
15943,498
15944,1195
15945,500
15946,401
15947,498
15948,622
15949,547
15950,498
15951,397
15952,498
15953,581
15954,395
15955,498
15956,497
15957,995
15958,458
15959,497
15960,623
15961,498
15962,498
15963,497
15964,498
15965,623
15966,513
15967,498
15968,497
15969,397
15970,1256
15971,998
15972,504
15973,1258
15974,1106
15975,425
15976,489
15977,399
15978,1123
15979,500
15980,1112
15981,1012
15982,987
15983,1087
15984,499
15985,397
15986,399
15987,497
15988,424
15989,498
15990,590
15991,1113
15992,1248
15993,1161
15994,1221
15995,498
15996,553
15997,405
15998,1042
15999,533
16000,499
16001,498
16002,520
16003,1012
16004,1192
16005,396
16006,1248
16007,497
16008,1158
16009,397
16010,500
16011,398
16012,500
16013,1247
16014,501
16015,1231
16016,497
16017,458
16018,496
16019,423
16020,1036
16021,501
16022,1228
16023,1230
16024,490
16025,498
16026,499
16027,408
16028,497
16029,397
16030,1102
16031,1219
16032,498
16033,497
16034,1112
16035,1101
16036,1043
16037,997
16038,1041
16039,1044
16040,1001
16041,1112
16042,1109
16043,397
16044,497
16045,1196
16046,1246
16047,621
16048,1123
16049,1120
16050,1247
16051,640
16052,500
16053,497
16054,496
16055,1114
16056,465
16057,993
16058,445
16059,381
16060,396
16061,506
16062,499
16063,399
16064,1160
16065,535
16066,497
16067,401
16068,1045
16069,497
16070,401
16071,497
16072,505
16073,1150
16074,397
16075,1005
16076,1224
16077,1170
16078,505
16079,575
16080,397
16081,1248
16082,1230
16083,1170
16084,1113
16085,457
16086,396
16087,1002
16088,1126
16089,498
16090,424
16091,1201
16092,497
16093,507
16094,474
16095,1228
16096,1165
16097,1126
16098,1075
16099,497
16100,1162
16101,443
16102,555
16103,1119
16104,502
16105,518
16106,1231
16107,503
16108,641
16109,1205
16110,993
16111,1013
16112,529
16113,558
16114,498
16115,403
16116,1226
16117,1245
16118,498
16119,432
16120,497
16121,562
16122,639
16123,639
16124,396
16125,371
16126,433
16127,496
16128,496
16129,398
16130,499
16131,1106
16132,602
16133,519
16134,1159
16135,497
16136,1114
16137,396
16138,396
16139,397
16140,399
16141,1191
16142,508
16143,497
16144,497
16145,497
16146,373
16147,503
16148,501
16149,500
16150,1121
16151,496
16152,498
16153,461
16154,396
16155,499
16156,502
16157,519
16158,624
16159,503
16160,606
16161,561
16162,1112
16163,1025
16164,545
16165,1116
16166,623
16167,448
16168,641
16169,499
16170,446
16171,634
16172,498
16173,604
16174,634
16175,373
16176,622
16177,625
16178,572
16179,498
16180,1109
16181,497
16182,580
16183,523
16184,498
16185,522
16186,1246
16187,526
16188,559
16189,1259
16190,501
16191,1259
16192,502
16193,1261
16194,401
16195,395
16196,1104
16197,401
16198,374
16199,1005
16200,498
16201,504
16202,504
16203,582
16204,1247
16205,504
16206,422
16207,444
16208,421
16209,1039
16210,408
16211,497
16212,415
16213,1153
16214,601
16215,509
16216,1107
16217,397
16218,499
16219,584
16220,580
16221,405
16222,574
16223,1249
16224,404
16225,1198
16226,497
16227,517
16228,1000
16229,1045
16230,1043
16231,431
16232,1247
16233,1192
16234,497
16235,505
16236,497
16237,1171
16238,497
16239,508
16240,1041
16241,1231
16242,524
16243,433
16244,498
16245,502
16246,1199
16247,396
16248,1184
16249,497
16250,409
16251,531
16252,505
16253,497
16254,1170
16255,1075
16256,1247
16257,502
16258,505
16259,1249
16260,454
16261,1077
16262,1051
16263,1011
16264,537
16265,503
16266,498
16267,401
16268,542
16269,498
16270,497
16271,1123
16272,497
16273,497
16274,497
16275,519
16276,1192
16277,396
16278,1250
16279,408
16280,404
16281,563
16282,414
16283,1163
16284,408
16285,1113
16286,500
16287,1136
16288,639
16289,500
16290,396
16291,1259
16292,641
16293,401
16294,454
16295,442
16296,1007
16297,401
16298,505
16299,539
16300,499
16301,409
16302,553
16303,412
16304,515
16305,404
16306,497
16307,548
16308,650
16309,500
16310,512
16311,508
16312,401
16313,1259
16314,510
16315,1227
16316,1259
16317,618
16318,498
16319,1241
16320,1146
16321,497
16322,497
16323,570
16324,441
16325,997
16326,1038
16327,403
16328,400
16329,406
16330,401
16331,401
16332,499
16333,401
16334,397
16335,412
16336,1129
16337,1159
16338,401
16339,497
16340,412
16341,401
16342,500
16343,507
16344,1243
16345,498
16346,587
16347,1199
16348,1180
16349,397
16350,1158
16351,534
16352,1183
16353,519
16354,1134
16355,500
16356,1150
16357,602
16358,1134
16359,509
16360,611
16361,1248
16362,1249
16363,1234
16364,1237
16365,402
16366,406
16367,411
16368,620
16369,396
16370,1102
16371,396
16372,397
16373,622
16374,528
16375,1190
16376,497
16377,412
16378,551
16379,404
16380,505
16381,411
16382,401
16383,413
16384,497
16385,572
16386,396
16387,505
16388,500
16389,497
16390,497
16391,529
16392,504
16393,407
16394,497
16395,1192
16396,401
16397,1132
16398,396
16399,1197
16400,1233
16401,1212
16402,1196
16403,450
16404,1250
16405,1231
16406,514
16407,401
16408,551
16409,624
16410,607
16411,406
16412,407
16413,500
16414,416
16415,623
16416,632
16417,411
16418,401
16419,1153
16420,502
16421,618
16422,1230
16423,547
16424,539
16425,573
16426,402
16427,497
16428,1101
16429,994
16430,396
16431,497
16432,401
16433,397
16434,497
16435,500
16436,1195
16437,497
16438,1158
16439,1110
16440,406
16441,1246
16442,396
16443,506
16444,552
16445,1139
16446,506
16447,589
16448,503
16449,1195
16450,401
16451,400
16452,1004
16453,373
16454,1135
16455,373
16456,502
16457,396
16458,497
16459,497
16460,397
16461,504
16462,580
16463,408
16464,502
16465,401
16466,1165
16467,419
16468,1190
16469,609
16470,582
16471,524
16472,442
16473,589
16474,401
16475,504
16476,581
16477,1212
16478,1161
16479,1149
16480,518
16481,546
16482,396
16483,497
16484,399
16485,518
16486,639
16487,500
16488,506
16489,396
16490,400
16491,536
16492,497
16493,497
16494,497
16495,424
16496,1092
16497,504
16498,396
16499,638
16500,497
16501,614
16502,500
16503,497
16504,497
16505,497
16506,396
16507,497
16508,399
16509,397
16510,412
16511,403
16512,630
16513,496
16514,405
16515,396
16516,396
16517,623
16518,404
16519,395
16520,1003
16521,404
16522,623
16523,495
16524,560
16525,497
16526,532
16527,497
16528,588
16529,503
16530,1247
16531,498
16532,1119
16533,504
16534,1189
16535,498
16536,1245
16537,1228
16538,1185
16539,497
16540,1247
16541,486
16542,501
16543,607
16544,373
16545,403
16546,497
16547,396
16548,1195
16549,1015
16550,485
16551,485
16552,488
16553,396
16554,1115
16555,498
16556,1246
16557,1228
16558,485
16559,396
16560,377
16561,570
16562,399
16563,497
16564,498
16565,1116
16566,497
